construction,N,num_blocks,num_matching,predicted_alpha,actual_alpha,alpha_gap,d_max,c,k4_free,block_ids,k_copies,source,g6
single,72,1,13,32,32,0,3,1.2137,1,1283,9,,~?@G?b@cK???????G?K?@_@B??????????????G??B???E??@B?????????????????????_???B????@_???CK?????O?????????????????????G?????K?????@_????@B???????????G?????@?????????????@??G??????B???????E??????@B???????????G???????O???????????????@?????_???????B????????@_???????CK???????????_????????O??????????????????C???????G?????????K?????????@_????????@B???????????G?????????@???????????????????????????A????G??????????B???????????E??????????@B
single,80,1,15,35,35,0,3,1.1947,1,1283,10,,~?@O?b@cK???????G?K?@_@B??????????????G??B???E??@B?????????????????????_???B????@_???CK???????????????????????????G?????K?????@_????@B????????????A??????O?????????????OG??????B???????E??????@B????????????A???????C????????????????O???_???????B????????@_???????CK????????????G????????C??????????????????@??????G?????????K?????????@_????????@B????????????A??????????O?????????????????????O????????G??????????B???????????E??????????@B????????????A???????????C????????????????????????O???????????_???????????B????????????@_???????????CK
single,88,1,16,39,39,0,3,1.2102,1,1283,11,,~?@W?b@cK???????G?K?@_@B??????????????G??B???E??@B?????????????????????_???B????@_???CK???????????????????????????G?????K?????@_????@B??????@???????????????????????????G??????B???????E??????@B??????????????_??????@????????????????C??_???????B????????@_???????CK?????????????A????????@???????????????????O????G?????????K?????????@_????????@B??????????????_?????????C?????????????????????C???????G??????????B???????????E??????????@B??????????????_??????????@????????????????????????C??????????_???????????B????????????@_???????????CK?????????????A????????????@??????????????????????????????????G?????G?????????????K?????????????@_????????????@B
single,96,1,18,42,42,0,3,1.1947,1,1283,12,,~?@_?b@cK???????G?K?@_@B??????????????G??B???E??@B?????????????????????_???B????@_???CK???????????????????????????G?????K?????@_????@B??????????????????????????????????G??????B???????E??????@B???????????????G???????O???????????????@?_???????B????????@_???????CK???????????????_????????O??????????????????C???G?????????K?????????@_????????@B???????????????G?????????@?????????????????????@??????G??????????B???????????E??????????@B???????????????G???????????O???????????????????????@?????????_???????????B????????????@_???????????CK???????????????_????????????O??????????????????????????C???????????G?????????????K?????????????@_????????????@B???????????????G?????????????@?????????????????????????????@??????????????G??????????????B???????????????E??????????????@B
single,8,1,2,4,4,0,3,1.3654,1,1,2,,GFQ??[
single,12,1,3,6,6,0,3,1.3654,1,1,3,,KF_??\?@???F
single,16,1,4,8,8,0,3,1.3654,1,1,4,,OF???[CA???FO?_?????F
single,20,1,5,10,10,0,3,1.3654,1,1,5,,SF???]?????F@?A?????FO???O??????[
single,24,1,6,12,12,0,3,1.3654,1,1,6,,WF???[?????F?C?G????F@??G???????\???_?????????F
single,28,1,7,14,14,0,3,1.3654,1,1,7,,[F???[?????F_???????F?C??_??????[C??A?????????FO?????O?????????F
single,32,1,8,16,16,0,3,1.3654,1,1,8,,_F???[?????F????????F??O?A??????[?O??G????????F@???A???????????FO???A??????????????[
single,36,1,9,18,18,0,3,1.3654,1,1,9,,cF???[?????F????????F_??????????[?@???_???????F?C???G??????????F@????G?????????????\???????@?????????????F
single,40,1,10,20,20,0,3,1.3654,1,1,10,,gF???[?????F????????F???????????[??C??A???????F??O???_?????????F?C????_????????????[C????A???????????????FO?????_?????????????????F
single,44,1,11,22,22,0,3,1.3654,1,1,11,,kF???[?????F????????F???????????]?????????????F??@???A?????????F??O???A????????????[?O????G??????????????F@?????A?????????????????FO?????????O????????????????[
single,48,1,12,24,24,0,3,1.3654,1,1,12,,oF???[?????F????????F???????????[?????????????F???C???G????????F??@????G???????????[?@?????_?????????????F?C?????G????????????????F@??????G???????????????????\???????_?????????????????????F
single,16,1,1,5,5,0,5,0.9708,1,5569,2,,OEnbvI?????E?J?M?Bo@q
single,24,1,1,8,8,0,5,1.0356,1,5569,3,,WEnbvG?????E?J?M?Bo@q_??????????W??J??B_??N??@q
single,32,1,2,10,10,0,5,0.9708,1,5569,4,,_EnbvG?????E?J?M?Bo@q?G?????????W??J??B_??N??@q_???????????????E????k???B_???Bo???FG
single,40,1,2,13,13,0,5,1.0097,1,5569,5,,gEnbvG?????E?J?M?Bo@q???????????W??J??B_??N??@q?G??????????????E????k???B_???Bo???FI?????????????????????E?????J?????M?????Bo????@q
single,48,1,3,15,15,0,5,0.9708,1,5569,6,,oEnbvG?????E?J?M?Bo@q???????????W??J??B_??N??@q??A?????????????E????k???B_???Bo???FG?_???????????????????E?????J?????M?????Bo????@q_??????????????????????????W??????J??????B_??????N??????@q
single,56,1,3,18,18,0,5,0.9986,1,5569,7,,wEnbvG?????E?J?M?Bo@q???????????W??J??B_??N??@q????????????????E????k???B_???Bo???FG??G??????????????????E?????J?????M?????Bo????@q?G?????????????????????????W??????J??????B_??????N??????@q_???????????????????????????????E????????k???????B_???????Bo???????FG
single,64,1,4,20,20,0,5,0.9708,1,5569,8,,~?@?EnbvG?????E?J?M?Bo@q???????????W??J??B_??N??@q????????????????E????k???B_???Bo???FG???A?????????????????E?????J?????M?????Bo????@q??A????????????????????????W??????J??????B_??????N??????@q?G??????????????????????????????E????????k???????B_???????Bo???????FI?????????????????????????????????????E?????????J?????????M?????????Bo????????@q
single,72,1,4,23,23,0,5,0.9924,1,5569,9,,~?@GEnbvG?????E?J?M?Bo@q???????????W??J??B_??N??@q????????????????E????k???B_???Bo???FG?????????????????????E?????J?????M?????Bo????@q????_??????????????????????W??????J??????B_??????N??????@q??A?????????????????????????????E????????k???????B_???????Bo???????FG?_???????????????????????????????????E?????????J?????????M?????????Bo????????@q_??????????????????????????????????????????W??????????J??????????B_??????????N??????????@q
single,80,1,5,25,25,0,5,0.9708,1,5569,10,,~?@OEnbvG?????E?J?M?Bo@q???????????W??J??B_??N??@q????????????????E????k???B_???Bo???FG?????????????????????E?????J?????M?????Bo????@q?????G?????????????????????W??????J??????B_??????N??????@q????_???????????????????????????E????????k???????B_???????Bo???????FG??G??????????????????????????????????E?????????J?????????M?????????Bo????????@q?G?????????????????????????????????????????W??????????J??????????B_??????????N??????????@q_???????????????????????????????????????????????E????????????k???????????B_???????????Bo???????????FG
single,88,1,5,28,28,0,5,0.9885,1,5569,11,,~?@WEnbvG?????E?J?M?Bo@q???????????W??J??B_??N??@q????????????????E????k???B_???Bo???FG?????????????????????E?????J?????M?????Bo????@q???????????????????????????W??????J??????B_??????N??????@q?????G??????????????????????????E????????k???????B_???????Bo???????FG???A?????????????????????????????????E?????????J?????????M?????????Bo????????@q??A????????????????????????????????????????W??????????J??????????B_??????????N??????????@q?G??????????????????????????????????????????????E????????????k???????????B_???????????Bo???????????FI?????????????????????????????????????????????????????E?????????????J?????????????M?????????????Bo????????????@q
single,96,1,6,30,30,0,5,0.9708,1,5569,12,,~?@_EnbvG?????E?J?M?Bo@q???????????W??J??B_??N??@q????????????????E????k???B_???Bo???FG?????????????????????E?????J?????M?????Bo????@q???????????????????????????W??????J??????B_??????N??????@q??????A?????????????????????????E????????k???????B_???????Bo???????FG?????_???????????????????????????????E?????????J?????????M?????????Bo????????@q????_??????????????????????????????????????W??????????J??????????B_??????????N??????????@q??A?????????????????????????????????????????????E????????????k???????????B_???????????Bo???????????FG?_???????????????????????????????????????????????????E?????????????J?????????????M?????????????Bo????????????@q_??????????????????????????????????????????????????????????W??????????????J??????????????B_??????????????N??????????????@q
single,16,1,1,5,5,0,4,0.9017,1,5591,2,,OQjRvG???@AA?I?L?Bo@q
single,24,1,1,8,8,0,4,0.9618,1,5591,3,,WQjRvG???@?A?I?L?Bo@q????????O_?G??I??BO??N??@q
single,32,1,2,10,10,0,4,0.9017,1,5591,4,,_QjRvG???@?A?I?L?Bo@q????????O?GG??I??BO??N??@q????????????O_??A????g???BO???Bo???FG
single,40,1,2,13,13,0,4,0.9378,1,5591,5,,gQjRvG???@?A?I?L?Bo@q????????O??G??I??BO??N??@q????????????O?G?A????g???BO???Bo???FG???????????????@A????A?????I?????L?????Bo????@q
single,48,1,3,15,15,0,4,0.9017,1,5591,6,,oQjRvG???@?A?I?L?Bo@q????????O??G??I??BO??N??@q????????????O??AA????g???BO???Bo???FG???????????????@??_??A?????I?????L?????Bo????@q????????????????????O_?????G??????I??????BO??????N??????@q
single,56,1,3,18,18,0,4,0.9274,1,5591,7,,wQjRvG???@?A?I?L?Bo@q????????O??G??I??BO??N??@q????????????O???A????g???BO???Bo???FG???????????????@???G?A?????I?????L?????Bo????@q????????????????????O?G????G??????I??????BO??????N??????@q????????????????????????O_??????A????????g???????BO???????Bo???????FG
single,64,1,4,20,20,0,4,0.9017,1,5591,8,,~?@?QjRvG???@?A?I?L?Bo@q????????O??G??I??BO??N??@q????????????O???A????g???BO???Bo???FG???????????????@????AA?????I?????L?????Bo????@q????????????????????O??A???G??????I??????BO??????N??????@q????????????????????????O?G?????A????????g???????BO???????Bo???????FG???????????????????????????@A????????A?????????I?????????L?????????Bo????????@q
single,72,1,4,23,23,0,4,0.9217,1,5591,9,,~?@GQjRvG???@?A?I?L?Bo@q????????O??G??I??BO??N??@q????????????O???A????g???BO???Bo???FG???????????????@?????A?????I?????L?????Bo????@q????????????????????O????_?G??????I??????BO??????N??????@q????????????????????????O??A????A????????g???????BO???????Bo???????FG???????????????????????????@??_??????A?????????I?????????L?????????Bo????????@q????????????????????????????????O_?????????G??????????I??????????BO??????????N??????????@q
single,80,1,5,25,25,0,4,0.9017,1,5591,10,,~?@OQjRvG???@?A?I?L?Bo@q????????O??G??I??BO??N??@q????????????O???A????g???BO???Bo???FG???????????????@?????A?????I?????L?????Bo????@q????????????????????O?????GG??????I??????BO??????N??????@q????????????????????????O????_??A????????g???????BO???????Bo???????FG???????????????????????????@???G?????A?????????I?????????L?????????Bo????????@q????????????????????????????????O?G????????G??????????I??????????BO??????????N??????????@q????????????????????????????????????O_??????????A????????????g???????????BO???????????Bo???????????FG
single,88,1,5,28,28,0,4,0.9181,1,5591,11,,~?@WQjRvG???@?A?I?L?Bo@q????????O??G??I??BO??N??@q????????????O???A????g???BO???Bo???FG???????????????@?????A?????I?????L?????Bo????@q????????????????????O??????G??????I??????BO??????N??????@q????????????????????????O?????G?A????????g???????BO???????Bo???????FG???????????????????????????@????A????A?????????I?????????L?????????Bo????????@q????????????????????????????????O??A???????G??????????I??????????BO??????????N??????????@q????????????????????????????????????O?G?????????A????????????g???????????BO???????????Bo???????????FG???????????????????????????????????????@A????????????A?????????????I?????????????L?????????????Bo????????????@q
single,96,1,6,30,30,0,4,0.9017,1,5591,12,,~?@_QjRvG???@?A?I?L?Bo@q????????O??G??I??BO??N??@q????????????O???A????g???BO???Bo???FG???????????????@?????A?????I?????L?????Bo????@q????????????????????O??????G??????I??????BO??????N??????@q????????????????????????O??????AA????????g???????BO???????Bo???????FG???????????????????????????@??????_??A?????????I?????????L?????????Bo????????@q????????????????????????????????O????_?????G??????????I??????????BO??????????N??????????@q????????????????????????????????????O??A????????A????????????g???????????BO???????????Bo???????????FG???????????????????????????????????????@??_??????????A?????????????I?????????????L?????????????Bo????????????@q????????????????????????????????????????????O_?????????????G??????????????I??????????????BO??????????????N??????????????@q
single,16,1,1,5,5,0,4,0.9017,1,5130,2,,OCZTrW?O???C?E?L?Do?u
single,24,1,1,8,8,0,4,0.9618,1,5130,3,,WCZTrW?????C?E?L?Do?u??@????????O??E??BO??V???u
single,32,1,2,10,10,0,4,0.9017,1,5130,4,,_CZTrW?????C?E?L?Do?u????O??????O??E??BO??V???u????O???????????C????W???BO???Do???BW
single,40,1,2,13,13,0,4,0.9378,1,5130,5,,gCZTrW?????C?E?L?Do?u???????????O??E??BO??V???u?????C??????????C????W???BO???Do???BW?????O???????????????C?????E?????L?????Do?????u
single,48,1,3,15,15,0,4,0.9017,1,5130,6,,oCZTrW?????C?E?L?Do?u???????????O??E??BO??V???u??????@?????????C????W???BO???Do???BW??????C??????????????C?????E?????L?????Do?????u??????@????????????????????O??????E??????BO??????V???????u
single,56,1,3,18,18,0,4,0.9274,1,5130,7,,wCZTrW?????C?E?L?Do?u???????????O??E??BO??V???u????????????????C????W???BO???Do???BW???????@?????????????C?????E?????L?????Do?????u????????O??????????????????O??????E??????BO??????V???????u????????O???????????????????????C????????W???????BO???????Do???????BW
single,64,1,4,20,20,0,4,0.9017,1,5130,8,,~?@?CZTrW?????C?E?L?Do?u???????????O??E??BO??V???u????????????????C????W???BO???Do???BW?????????O???????????C?????E?????L?????Do?????u?????????C?????????????????O??????E??????BO??????V???????u?????????C??????????????????????C????????W???????BO???????Do???????BW?????????O???????????????????????????C?????????E?????????L?????????Do?????????u
single,72,1,4,23,23,0,4,0.9217,1,5130,9,,~?@GCZTrW?????C?E?L?Do?u???????????O??E??BO??V???u????????????????C????W???BO???Do???BW?????????????????????C?????E?????L?????Do?????u??????????@????????????????O??????E??????BO??????V???????u??????????@?????????????????????C????????W???????BO???????Do???????BW??????????C??????????????????????????C?????????E?????????L?????????Do?????????u??????????@????????????????????????????????O??????????E??????????BO??????????V???????????u
single,80,1,5,25,25,0,4,0.9017,1,5130,10,,~?@OCZTrW?????C?E?L?Do?u???????????O??E??BO??V???u????????????????C????W???BO???Do???BW?????????????????????C?????E?????L?????Do?????u????????????O??????????????O??????E??????BO??????V???????u????????????O???????????????????C????????W???????BO???????Do???????BW???????????@?????????????????????????C?????????E?????????L?????????Do?????????u????????????O??????????????????????????????O??????????E??????????BO??????????V???????????u????????????O???????????????????????????????????C????????????W???????????BO???????????Do???????????BW
single,88,1,5,28,28,0,4,0.9181,1,5130,11,,~?@WCZTrW?????C?E?L?Do?u???????????O??E??BO??V???u????????????????C????W???BO???Do???BW?????????????????????C?????E?????L?????Do?????u???????????????????????????O??????E??????BO??????V???????u?????????????C??????????????????C????????W???????BO???????Do???????BW?????????????O???????????????????????C?????????E?????????L?????????Do?????????u?????????????C?????????????????????????????O??????????E??????????BO??????????V???????????u?????????????C??????????????????????????????????C????????????W???????????BO???????????Do???????????BW?????????????O???????????????????????????????????????C?????????????E?????????????L?????????????Do?????????????u
single,96,1,6,30,30,0,4,0.9017,1,5130,12,,~?@_CZTrW?????C?E?L?Do?u???????????O??E??BO??V???u????????????????C????W???BO???Do???BW?????????????????????C?????E?????L?????Do?????u???????????????????????????O??????E??????BO??????V???????u??????????????@?????????????????C????????W???????BO???????Do???????BW??????????????C??????????????????????C?????????E?????????L?????????Do?????????u??????????????@????????????????????????????O??????????E??????????BO??????????V???????????u??????????????@?????????????????????????????????C????????????W???????????BO???????????Do???????????BW??????????????C??????????????????????????????????????C?????????????E?????????????L?????????????Do?????????????u??????????????@????????????????????????????????????????????O??????????????E??????????????BO??????????????V???????????????u
single,16,1,1,5,5,0,4,0.9017,1,5244,2,,OCXncw?O???C?E?E_F_@M
single,24,1,1,8,8,0,4,0.9618,1,5244,3,,WCXncw?????C?E?E_F_@M??@????????O??E??@g??]??@M
single,32,1,2,10,10,0,4,0.9017,1,5244,4,,_CXncw?????C?E?E_F_@M????O??????O??E??@g??]??@M????O???????????C????W???@g???F_???Cw
single,40,1,2,13,13,0,4,0.9378,1,5244,5,,gCXncw?????C?E?E_F_@M???????????O??E??@g??]??@M?????C??????????C????W???@g???F_???Cw?????O???????????????C?????E?????E_????F_????@M
single,48,1,3,15,15,0,4,0.9017,1,5244,6,,oCXncw?????C?E?E_F_@M???????????O??E??@g??]??@M??????@?????????C????W???@g???F_???Cw??????C??????????????C?????E?????E_????F_????@M??????@????????????????????O??????E??????@g??????]??????@M
single,56,1,3,18,18,0,4,0.9274,1,5244,7,,wCXncw?????C?E?E_F_@M???????????O??E??@g??]??@M????????????????C????W???@g???F_???Cw???????@?????????????C?????E?????E_????F_????@M????????O??????????????????O??????E??????@g??????]??????@M????????O???????????????????????C????????W???????@g???????F_???????Cw
single,64,1,4,20,20,0,4,0.9017,1,5244,8,,~?@?CXncw?????C?E?E_F_@M???????????O??E??@g??]??@M????????????????C????W???@g???F_???Cw?????????O???????????C?????E?????E_????F_????@M?????????C?????????????????O??????E??????@g??????]??????@M?????????C??????????????????????C????????W???????@g???????F_???????Cw?????????O???????????????????????????C?????????E?????????E_????????F_????????@M
single,72,1,4,23,23,0,4,0.9217,1,5244,9,,~?@GCXncw?????C?E?E_F_@M???????????O??E??@g??]??@M????????????????C????W???@g???F_???Cw?????????????????????C?????E?????E_????F_????@M??????????@????????????????O??????E??????@g??????]??????@M??????????@?????????????????????C????????W???????@g???????F_???????Cw??????????C??????????????????????????C?????????E?????????E_????????F_????????@M??????????@????????????????????????????????O??????????E??????????@g??????????]??????????@M
single,80,1,5,25,25,0,4,0.9017,1,5244,10,,~?@OCXncw?????C?E?E_F_@M???????????O??E??@g??]??@M????????????????C????W???@g???F_???Cw?????????????????????C?????E?????E_????F_????@M????????????O??????????????O??????E??????@g??????]??????@M????????????O???????????????????C????????W???????@g???????F_???????Cw???????????@?????????????????????????C?????????E?????????E_????????F_????????@M????????????O??????????????????????????????O??????????E??????????@g??????????]??????????@M????????????O???????????????????????????????????C????????????W???????????@g???????????F_???????????Cw
single,88,1,5,28,28,0,4,0.9181,1,5244,11,,~?@WCXncw?????C?E?E_F_@M???????????O??E??@g??]??@M????????????????C????W???@g???F_???Cw?????????????????????C?????E?????E_????F_????@M???????????????????????????O??????E??????@g??????]??????@M?????????????C??????????????????C????????W???????@g???????F_???????Cw?????????????O???????????????????????C?????????E?????????E_????????F_????????@M?????????????C?????????????????????????????O??????????E??????????@g??????????]??????????@M?????????????C??????????????????????????????????C????????????W???????????@g???????????F_???????????Cw?????????????O???????????????????????????????????????C?????????????E?????????????E_????????????F_????????????@M
single,96,1,6,30,30,0,4,0.9017,1,5244,12,,~?@_CXncw?????C?E?E_F_@M???????????O??E??@g??]??@M????????????????C????W???@g???F_???Cw?????????????????????C?????E?????E_????F_????@M???????????????????????????O??????E??????@g??????]??????@M??????????????@?????????????????C????????W???????@g???????F_???????Cw??????????????C??????????????????????C?????????E?????????E_????????F_????????@M??????????????@????????????????????????????O??????????E??????????@g??????????]??????????@M??????????????@?????????????????????????????????C????????????W???????????@g???????????F_???????????Cw??????????????C??????????????????????????????????????C?????????????E?????????????E_????????????F_????????????@M??????????????@????????????????????????????????????????????O??????????????E??????????????@g??????????????]??????????????@M
single,16,1,1,5,5,0,4,0.9017,1,5522,2,,OEhvSw?O???E?I?F?FO@M
single,24,1,1,8,8,0,4,0.9618,1,5522,3,,WEhvSw?????E?I?F?FO@M??@????????W??I??@o??\??@M
single,32,1,2,10,10,0,4,0.9017,1,5522,4,,_EhvSw?????E?I?F?FO@M????O??????W??I??@o??\??@M????O???????????E????g???@o???FO???Cw
single,40,1,2,13,13,0,4,0.9378,1,5522,5,,gEhvSw?????E?I?F?FO@M???????????W??I??@o??\??@M?????C??????????E????g???@o???FO???Cw?????O???????????????E?????I?????F?????FO????@M
single,48,1,3,15,15,0,4,0.9017,1,5522,6,,oEhvSw?????E?I?F?FO@M???????????W??I??@o??\??@M??????@?????????E????g???@o???FO???Cw??????C??????????????E?????I?????F?????FO????@M??????@????????????????????W??????I??????@o??????\??????@M
single,56,1,3,18,18,0,4,0.9274,1,5522,7,,wEhvSw?????E?I?F?FO@M???????????W??I??@o??\??@M????????????????E????g???@o???FO???Cw???????@?????????????E?????I?????F?????FO????@M????????O??????????????????W??????I??????@o??????\??????@M????????O???????????????????????E????????g???????@o???????FO???????Cw
single,64,1,4,20,20,0,4,0.9017,1,5522,8,,~?@?EhvSw?????E?I?F?FO@M???????????W??I??@o??\??@M????????????????E????g???@o???FO???Cw?????????O???????????E?????I?????F?????FO????@M?????????C?????????????????W??????I??????@o??????\??????@M?????????C??????????????????????E????????g???????@o???????FO???????Cw?????????O???????????????????????????E?????????I?????????F?????????FO????????@M
single,72,1,4,23,23,0,4,0.9217,1,5522,9,,~?@GEhvSw?????E?I?F?FO@M???????????W??I??@o??\??@M????????????????E????g???@o???FO???Cw?????????????????????E?????I?????F?????FO????@M??????????@????????????????W??????I??????@o??????\??????@M??????????@?????????????????????E????????g???????@o???????FO???????Cw??????????C??????????????????????????E?????????I?????????F?????????FO????????@M??????????@????????????????????????????????W??????????I??????????@o??????????\??????????@M
single,80,1,5,25,25,0,4,0.9017,1,5522,10,,~?@OEhvSw?????E?I?F?FO@M???????????W??I??@o??\??@M????????????????E????g???@o???FO???Cw?????????????????????E?????I?????F?????FO????@M????????????O??????????????W??????I??????@o??????\??????@M????????????O???????????????????E????????g???????@o???????FO???????Cw???????????@?????????????????????????E?????????I?????????F?????????FO????????@M????????????O??????????????????????????????W??????????I??????????@o??????????\??????????@M????????????O???????????????????????????????????E????????????g???????????@o???????????FO???????????Cw
single,88,1,5,28,28,0,4,0.9181,1,5522,11,,~?@WEhvSw?????E?I?F?FO@M???????????W??I??@o??\??@M????????????????E????g???@o???FO???Cw?????????????????????E?????I?????F?????FO????@M???????????????????????????W??????I??????@o??????\??????@M?????????????C??????????????????E????????g???????@o???????FO???????Cw?????????????O???????????????????????E?????????I?????????F?????????FO????????@M?????????????C?????????????????????????????W??????????I??????????@o??????????\??????????@M?????????????C??????????????????????????????????E????????????g???????????@o???????????FO???????????Cw?????????????O???????????????????????????????????????E?????????????I?????????????F?????????????FO????????????@M
single,96,1,6,30,30,0,4,0.9017,1,5522,12,,~?@_EhvSw?????E?I?F?FO@M???????????W??I??@o??\??@M????????????????E????g???@o???FO???Cw?????????????????????E?????I?????F?????FO????@M???????????????????????????W??????I??????@o??????\??????@M??????????????@?????????????????E????????g???????@o???????FO???????Cw??????????????C??????????????????????E?????????I?????????F?????????FO????????@M??????????????@????????????????????????????W??????????I??????????@o??????????\??????????@M??????????????@?????????????????????????????????E????????????g???????????@o???????????FO???????????Cw??????????????C??????????????????????????????????????E?????????????I?????????????F?????????????FO????????????@M??????????????@????????????????????????????????????????????W??????????????I??????????????@o??????????????\??????????????@M
single,16,1,1,5,5,0,4,0.9017,1,5589,2,,OQjRv_???@?A?I@L?Bo@w
single,24,1,1,8,8,0,4,0.9618,1,5589,3,,WQjRv_???@?A?I?L?Bo@w????????O??G??I@?BO??N??@w
single,32,1,2,10,10,0,4,0.9017,1,5589,4,,_QjRv_???@?A?I?L?Bo@w????????O??G??I??RO??N??@w????????????O???A????gC??BO???Bo???F_
single,40,1,2,13,13,0,4,0.9378,1,5589,5,,gQjRv_???@?A?I?L?Bo@w????????O??G??I??BO??N??@w????????????O???A????g?@?BO???Bo???F_???????????????@?????A?????I@????L?????Bo????@w
single,48,1,3,15,15,0,4,0.9017,1,5589,6,,oQjRv_???@?A?I?L?Bo@w????????O??G??I??BO??N??@w????????????O???A????g???RO???Bo???F_???????????????@?????A?????I??O??L?????Bo????@w????????????????????O??????G??????I@?????BO??????N??????@w
single,56,1,3,18,18,0,4,0.9274,1,5589,7,,wQjRv_???@?A?I?L?Bo@w????????O??G??I??BO??N??@w????????????O???A????g???BO???Bo???F_???????????????@?????A?????I???C?L?????Bo????@w????????????????????O??????G??????I??O???BO??????N??????@w????????????????????????O???????A????????gC??????BO???????Bo???????F_
single,64,1,4,20,20,0,4,0.9017,1,5589,8,,~?@?QjRv_???@?A?I?L?Bo@w????????O??G??I??BO??N??@w????????????O???A????g???BO???Bo???F_???????????????@?????A?????I????@L?????Bo????@w????????????????????O??????G??????I???C??BO??????N??????@w????????????????????????O???????A????????g?@?????BO???????Bo???????F_???????????????????????????@?????????A?????????I@????????L?????????Bo????????@w
single,72,1,4,23,23,0,4,0.9217,1,5589,9,,~?@GQjRv_???@?A?I?L?Bo@w????????O??G??I??BO??N??@w????????????O???A????g???BO???Bo???F_???????????????@?????A?????I?????L?????Bo????@w????????????????????O??????G??????I????@?BO??????N??????@w????????????????????????O???????A????????g???O???BO???????Bo???????F_???????????????????????????@?????????A?????????I??O??????L?????????Bo????????@w????????????????????????????????O??????????G??????????I@?????????BO??????????N??????????@w
single,80,1,5,25,25,0,4,0.9017,1,5589,10,,~?@OQjRv_???@?A?I?L?Bo@w????????O??G??I??BO??N??@w????????????O???A????g???BO???Bo???F_???????????????@?????A?????I?????L?????Bo????@w????????????????????O??????G??????I??????RO??????N??????@w????????????????????????O???????A????????g????C??BO???????Bo???????F_???????????????????????????@?????????A?????????I???C?????L?????????Bo????????@w????????????????????????????????O??????????G??????????I??O???????BO??????????N??????????@w????????????????????????????????????O???????????A????????????gC??????????BO???????????Bo???????????F_
single,88,1,5,28,28,0,4,0.9181,1,5589,11,,~?@WQjRv_???@?A?I?L?Bo@w????????O??G??I??BO??N??@w????????????O???A????g???BO???Bo???F_???????????????@?????A?????I?????L?????Bo????@w????????????????????O??????G??????I??????BO??????N??????@w????????????????????????O???????A????????g?????@?BO???????Bo???????F_???????????????????????????@?????????A?????????I????@????L?????????Bo????????@w????????????????????????????????O??????????G??????????I???C??????BO??????????N??????????@w????????????????????????????????????O???????????A????????????g?@?????????BO???????????Bo???????????F_???????????????????????????????????????@?????????????A?????????????I@????????????L?????????????Bo????????????@w
single,96,1,6,30,30,0,4,0.9017,1,5589,12,,~?@_QjRv_???@?A?I?L?Bo@w????????O??G??I??BO??N??@w????????????O???A????g???BO???Bo???F_???????????????@?????A?????I?????L?????Bo????@w????????????????????O??????G??????I??????BO??????N??????@w????????????????????????O???????A????????g???????RO???????Bo???????F_???????????????????????????@?????????A?????????I??????O??L?????????Bo????????@w????????????????????????????????O??????????G??????????I????@?????BO??????????N??????????@w????????????????????????????????????O???????????A????????????g???O???????BO???????????Bo???????????F_???????????????????????????????????????@?????????????A?????????????I??O??????????L?????????????Bo????????????@w????????????????????????????????????????????O??????????????G??????????????I@?????????????BO??????????????N??????????????@w
single,16,1,1,5,5,0,5,0.9708,1,5590,2,,OQjRro???@?A?I?L?Ro?{
single,24,1,1,8,8,0,5,1.0356,1,5590,3,,WQjRro???@?A?I?L?Bo?{????????O??G??I??BOC?N???{
single,32,1,2,10,10,0,5,0.9708,1,5590,4,,_QjRro???@?A?I?L?Bo?{????????O??G??I??BO?@N???{????????????O???A????g???BOC??Bo???Bo
single,40,1,2,13,13,0,5,1.0097,1,5590,5,,gQjRro???@?A?I?L?Bo?{????????O??G??I??BO??N???{????????????O???A????g???BO?@?Bo???Bo???????????????@?????A?????I?????L?O???Bo?????{
single,48,1,3,15,15,0,5,0.9708,1,5590,6,,oQjRro???@?A?I?L?Bo?{????????O??G??I??BO??N???{????????????O???A????g???BO???Ro???Bo???????????????@?????A?????I?????L??C??Bo?????{????????????????????O??????G??????I??????BOC?????N???????{
single,56,1,3,18,18,0,5,0.9986,1,5590,7,,wQjRro???@?A?I?L?Bo?{????????O??G??I??BO??N???{????????????O???A????g???BO???Bo???Bo???????????????@?????A?????I?????L???@?Bo?????{????????????????????O??????G??????I??????BO?@????N???????{????????????????????????O???????A????????g???????BOC??????Bo???????Bo
single,64,1,4,20,20,0,5,0.9708,1,5590,8,,~?@?QjRro???@?A?I?L?Bo?{????????O??G??I??BO??N???{????????????O???A????g???BO???Bo???Bo???????????????@?????A?????I?????L?????Ro?????{????????????????????O??????G??????I??????BO???O??N???????{????????????????????????O???????A????????g???????BO?@?????Bo???????Bo???????????????????????????@?????????A?????????I?????????L?O???????Bo?????????{
single,72,1,4,23,23,0,5,0.9924,1,5590,9,,~?@GQjRro???@?A?I?L?Bo?{????????O??G??I??BO??N???{????????????O???A????g???BO???Bo???Bo???????????????@?????A?????I?????L?????Bo?????{????????????????????O??????G??????I??????BO????C?N???????{????????????????????????O???????A????????g???????BO???O???Bo???????Bo???????????????????????????@?????????A?????????I?????????L??C??????Bo?????????{????????????????????????????????O??????????G??????????I??????????BOC?????????N???????????{
